date,mean,month,name,year,bridge,bwidth
2016-03-01T00:00:00,636,3,Pha Cao Lanh,2016,0,24.5
2016-04-01T00:00:00,579.6287879,4,Pha Cao Lanh,2016,0,24.5
2016-05-01T00:00:00,184.6,5,Pha Cao Lanh,2016,0,24.5
2016-06-01T00:00:00,411.5,6,Pha Cao Lanh,2016,0,24.5
2016-07-01T00:00:00,322,7,Pha Cao Lanh,2016,0,24.5
2016-08-01T00:00:00,283.25,8,Pha Cao Lanh,2016,0,24.5
2016-09-01T00:00:00,,9,Pha Cao Lanh,2016,0,24.5
2016-10-01T00:00:00,,10,Pha Cao Lanh,2016,0,24.5
2016-11-01T00:00:00,290,11,Pha Cao Lanh,2016,0,24.5
2016-12-01T00:00:00,488,12,Pha Cao Lanh,2016,0,24.5
2017-01-01T00:00:00,321.2857143,1,Pha Cao Lanh,2017,0,24.5
2017-02-01T00:00:00,301.5178571,2,Pha Cao Lanh,2017,0,24.5
2017-03-01T00:00:00,432.5,3,Pha Cao Lanh,2017,0,24.5
2017-04-01T00:00:00,346.9285714,4,Pha Cao Lanh,2017,0,24.5
2017-05-01T00:00:00,553,5,Pha Cao Lanh,2017,0,24.5
2017-06-01T00:00:00,418,6,Pha Cao Lanh,2017,0,24.5
2017-07-01T00:00:00,294.5,7,Pha Cao Lanh,2017,0,24.5
2017-08-01T00:00:00,402.5,8,Pha Cao Lanh,2017,0,24.5
2017-09-01T00:00:00,20,9,Pha Cao Lanh,2017,0,24.5
2017-10-01T00:00:00,448.25,10,Pha Cao Lanh,2017,0,24.5
2017-11-01T00:00:00,298,11,Pha Cao Lanh,2017,0,24.5
2017-12-01T00:00:00,214.2321429,12,Pha Cao Lanh,2017,0,24.5
2018-01-01T00:00:00,423.8333333,1,Pha Cao Lanh,2018,0,24.5
2018-02-01T00:00:00,552.9857143,2,Pha Cao Lanh,2018,0,24.5
2018-03-01T00:00:00,536.6190476,3,Pha Cao Lanh,2018,0,24.5
2018-04-01T00:00:00,429.75,4,Pha Cao Lanh,2018,0,24.5
2018-05-01T00:00:00,435.1666667,5,Pha Cao Lanh,2018,1,24.5
2018-06-01T00:00:00,282.5,6,Pha Cao Lanh,2018,1,24.5
2018-07-01T00:00:00,,7,Pha Cao Lanh,2018,1,24.5
2018-08-01T00:00:00,388.5,8,Pha Cao Lanh,2018,1,24.5
2018-09-01T00:00:00,895,9,Pha Cao Lanh,2018,1,24.5
2018-10-01T00:00:00,394.1666667,10,Pha Cao Lanh,2018,1,24.5
2018-11-01T00:00:00,479.3333333,11,Pha Cao Lanh,2018,1,24.5
2018-12-01T00:00:00,227.25,12,Pha Cao Lanh,2018,1,24.5
2019-01-01T00:00:00,441.6444444,1,Pha Cao Lanh,2019,1,24.5
2019-02-01T00:00:00,427.7130682,2,Pha Cao Lanh,2019,1,24.5
2019-03-01T00:00:00,507.6503759,3,Pha Cao Lanh,2019,1,24.5
2019-04-01T00:00:00,278.6071429,4,Pha Cao Lanh,2019,1,24.5
2019-05-01T00:00:00,327.4,5,Pha Cao Lanh,2019,1,24.5
2019-06-01T00:00:00,432.8333333,6,Pha Cao Lanh,2019,1,24.5
2019-07-01T00:00:00,511.875,7,Pha Cao Lanh,2019,1,24.5
2019-08-01T00:00:00,575.75,8,Pha Cao Lanh,2019,1,24.5
2019-09-01T00:00:00,440.75,9,Pha Cao Lanh,2019,1,24.5
2019-10-01T00:00:00,480.625,10,Pha Cao Lanh,2019,1,24.5
2019-11-01T00:00:00,501.5,11,Pha Cao Lanh,2019,1,24.5
2019-12-01T00:00:00,293.2142857,12,Pha Cao Lanh,2019,1,24.5
2007-01-01T00:00:00,413.7721691,1,Pha Co Chien,2007,0,16
2007-02-01T00:00:00,321.513852,2,Pha Co Chien,2007,0,16
2007-03-01T00:00:00,446.5688905,3,Pha Co Chien,2007,0,16
2007-04-01T00:00:00,412.6942893,4,Pha Co Chien,2007,0,16
2007-05-01T00:00:00,601.2600619,5,Pha Co Chien,2007,0,16
2007-06-01T00:00:00,497.9048223,6,Pha Co Chien,2007,0,16
2007-07-01T00:00:00,655.5380711,7,Pha Co Chien,2007,0,16
2007-08-01T00:00:00,621,8,Pha Co Chien,2007,0,16
2007-09-01T00:00:00,727.751269,9,Pha Co Chien,2007,0,16
2007-10-01T00:00:00,432.7753807,10,Pha Co Chien,2007,0,16
2007-11-01T00:00:00,511.5793147,11,Pha Co Chien,2007,0,16
2007-12-01T00:00:00,478.8299492,12,Pha Co Chien,2007,0,16
2008-01-01T00:00:00,451.9517766,1,Pha Co Chien,2008,0,16
2008-02-01T00:00:00,408.4033437,2,Pha Co Chien,2008,0,16
2008-03-01T00:00:00,436.8291878,3,Pha Co Chien,2008,0,16
2008-04-01T00:00:00,388.4708122,4,Pha Co Chien,2008,0,16
2008-05-01T00:00:00,539.4396285,5,Pha Co Chien,2008,0,16
2008-06-01T00:00:00,725.7722513,6,Pha Co Chien,2008,0,16
2008-07-01T00:00:00,535.826087,7,Pha Co Chien,2008,0,16
2008-08-01T00:00:00,495.632107,8,Pha Co Chien,2008,0,16
2008-09-01T00:00:00,546,9,Pha Co Chien,2008,0,16
2008-10-01T00:00:00,459.7801047,10,Pha Co Chien,2008,0,16
2008-11-01T00:00:00,361.8526316,11,Pha Co Chien,2008,0,16
2008-12-01T00:00:00,431.8451777,12,Pha Co Chien,2008,0,16
2009-01-01T00:00:00,500.2969422,1,Pha Co Chien,2009,0,16
2009-02-01T00:00:00,183.0447124,2,Pha Co Chien,2009,0,16
2009-03-01T00:00:00,371.6428088,3,Pha Co Chien,2009,0,16
2009-04-01T00:00:00,348.5619048,4,Pha Co Chien,2009,0,16
2009-05-01T00:00:00,514.3976311,5,Pha Co Chien,2009,0,16
2009-06-01T00:00:00,465.1255499,6,Pha Co Chien,2009,0,16
2009-07-01T00:00:00,535.8668731,7,Pha Co Chien,2009,0,16
2009-08-01T00:00:00,423.5144695,8,Pha Co Chien,2009,0,16
2009-09-01T00:00:00,499.5513514,9,Pha Co Chien,2009,0,16
2009-10-01T00:00:00,299.8959391,10,Pha Co Chien,2009,0,16
2009-11-01T00:00:00,328.9130435,11,Pha Co Chien,2009,0,16
2009-12-01T00:00:00,330.3958545,12,Pha Co Chien,2009,0,16
2010-01-01T00:00:00,371.1842766,1,Pha Co Chien,2010,0,16
2010-02-01T00:00:00,285.3240341,2,Pha Co Chien,2010,0,16
2010-03-01T00:00:00,410.9680741,3,Pha Co Chien,2010,0,16
2010-04-01T00:00:00,577.9128596,4,Pha Co Chien,2010,0,16
2010-05-01T00:00:00,455.3547438,5,Pha Co Chien,2010,0,16
2010-06-01T00:00:00,312.4454054,6,Pha Co Chien,2010,0,16
2010-07-01T00:00:00,472.24613,7,Pha Co Chien,2010,0,16
2010-08-01T00:00:00,719.1325301,8,Pha Co Chien,2010,0,16
2010-09-01T00:00:00,,9,Pha Co Chien,2010,0,16
2010-10-01T00:00:00,441.752322,10,Pha Co Chien,2010,0,16
2010-11-01T00:00:00,520.8664921,11,Pha Co Chien,2010,0,16
2010-12-01T00:00:00,261.617801,12,Pha Co Chien,2010,0,16
2011-01-01T00:00:00,321.2973169,1,Pha Co Chien,2011,0,16
2011-02-01T00:00:00,472.0211006,2,Pha Co Chien,2011,0,16
2011-03-01T00:00:00,368.1175973,3,Pha Co Chien,2011,0,16
2011-04-01T00:00:00,647.7695794,4,Pha Co Chien,2011,0,16
2011-05-01T00:00:00,582.7601523,5,Pha Co Chien,2011,0,16
2011-06-01T00:00:00,375,6,Pha Co Chien,2011,0,16
2011-07-01T00:00:00,459.8095238,7,Pha Co Chien,2011,0,16
2011-08-01T00:00:00,553.3045685,8,Pha Co Chien,2011,0,16
2011-09-01T00:00:00,,9,Pha Co Chien,2011,0,16
2011-10-01T00:00:00,449.1155821,10,Pha Co Chien,2011,0,16
2011-11-01T00:00:00,442.6884328,11,Pha Co Chien,2011,0,16
2011-12-01T00:00:00,359.6649215,12,Pha Co Chien,2011,0,16
2012-01-01T00:00:00,387.1830716,1,Pha Co Chien,2012,0,16
2012-02-01T00:00:00,408.7959362,2,Pha Co Chien,2012,0,16
2012-03-01T00:00:00,313.234555,3,Pha Co Chien,2012,0,16
2012-04-01T00:00:00,254.83,4,Pha Co Chien,2012,0,16
2012-05-01T00:00:00,587.6723386,5,Pha Co Chien,2012,0,16
2012-06-01T00:00:00,473.8378378,6,Pha Co Chien,2012,0,16
2012-07-01T00:00:00,415.125,7,Pha Co Chien,2012,0,16
2012-08-01T00:00:00,482.7378378,8,Pha Co Chien,2012,0,16
2012-09-01T00:00:00,505.6465969,9,Pha Co Chien,2012,0,16
2012-10-01T00:00:00,507.0366492,10,Pha Co Chien,2012,0,16
2012-11-01T00:00:00,396.5351171,11,Pha Co Chien,2012,0,16
2012-12-01T00:00:00,207.5998255,12,Pha Co Chien,2012,0,16
2013-01-01T00:00:00,416.0083492,1,Pha Co Chien,2013,0,16
2013-02-01T00:00:00,290.1059183,2,Pha Co Chien,2013,0,16
2013-03-01T00:00:00,564.2645288,3,Pha Co Chien,2013,0,16
2013-04-01T00:00:00,665.2604502,4,Pha Co Chien,2013,0,16
2013-05-01T00:00:00,445.8411371,5,Pha Co Chien,2013,0,16
2013-06-01T00:00:00,363.8992147,6,Pha Co Chien,2013,0,16
2013-07-01T00:00:00,305.8391892,7,Pha Co Chien,2013,0,16
2013-08-01T00:00:00,534,8,Pha Co Chien,2013,0,16
2013-09-01T00:00:00,381.6666667,9,Pha Co Chien,2013,0,16
2013-10-01T00:00:00,799.2041885,10,Pha Co Chien,2013,0,16
2013-11-01T00:00:00,581.9837838,11,Pha Co Chien,2013,0,16
2013-12-01T00:00:00,617.5,12,Pha Co Chien,2013,0,16
2014-01-01T00:00:00,485.4565916,1,Pha Co Chien,2014,0,16
2014-02-01T00:00:00,482.0082845,2,Pha Co Chien,2014,0,16
2014-03-01T00:00:00,414.869166,3,Pha Co Chien,2014,0,16
2014-04-01T00:00:00,553.2938482,4,Pha Co Chien,2014,0,16
2014-05-01T00:00:00,393.0667539,5,Pha Co Chien,2014,0,16
2014-06-01T00:00:00,305.6810811,6,Pha Co Chien,2014,0,16
2014-07-01T00:00:00,329.6382637,7,Pha Co Chien,2014,0,16
2014-08-01T00:00:00,616.0610932,8,Pha Co Chien,2014,0,16
2014-09-01T00:00:00,536.3294066,9,Pha Co Chien,2014,0,16
2014-10-01T00:00:00,611.1744792,10,Pha Co Chien,2014,0,16
2014-11-01T00:00:00,449.3424084,11,Pha Co Chien,2014,0,16
2014-12-01T00:00:00,250.3333333,12,Pha Co Chien,2014,0,16
2015-01-01T00:00:00,435.7655949,1,Pha Co Chien,2015,0,16
2015-02-01T00:00:00,417.168138,2,Pha Co Chien,2015,0,16
2015-03-01T00:00:00,409.9404073,3,Pha Co Chien,2015,0,16
2015-04-01T00:00:00,736.4710611,4,Pha Co Chien,2015,0,16
2015-05-01T00:00:00,398.2467846,5,Pha Co Chien,2015,1,16
2015-06-01T00:00:00,313.3333333,6,Pha Co Chien,2015,1,16
2015-07-01T00:00:00,601.9389068,7,Pha Co Chien,2015,1,16
2015-08-01T00:00:00,455.7524116,8,Pha Co Chien,2015,1,16
2015-09-01T00:00:00,612.9823151,9,Pha Co Chien,2015,1,16
2015-10-01T00:00:00,353.3762058,10,Pha Co Chien,2015,1,16
2015-11-01T00:00:00,276.7675701,11,Pha Co Chien,2015,1,16
2015-12-01T00:00:00,241.2620579,12,Pha Co Chien,2015,1,16
2016-01-01T00:00:00,280.04375,1,Pha Co Chien,2016,1,16
2016-02-01T00:00:00,356.1498392,2,Pha Co Chien,2016,1,16
2016-03-01T00:00:00,558.0313505,3,Pha Co Chien,2016,1,16
2016-04-01T00:00:00,576.962701,4,Pha Co Chien,2016,1,16
2016-05-01T00:00:00,486.1607717,5,Pha Co Chien,2016,1,16
2016-06-01T00:00:00,533.5839841,6,Pha Co Chien,2016,1,16
2016-07-01T00:00:00,688.025,7,Pha Co Chien,2016,1,16
2016-08-01T00:00:00,498.4163987,8,Pha Co Chien,2016,1,16
2016-09-01T00:00:00,,9,Pha Co Chien,2016,1,16
2016-10-01T00:00:00,,10,Pha Co Chien,2016,1,16
2016-11-01T00:00:00,342.357985,11,Pha Co Chien,2016,1,16
2016-12-01T00:00:00,445,12,Pha Co Chien,2016,1,16
2017-01-01T00:00:00,453.3038585,1,Pha Co Chien,2017,1,16
2017-02-01T00:00:00,437.1396034,2,Pha Co Chien,2017,1,16
2017-03-01T00:00:00,443.9046088,3,Pha Co Chien,2017,1,16
2017-04-01T00:00:00,544.1714074,4,Pha Co Chien,2017,1,16
2017-05-01T00:00:00,507.7859532,5,Pha Co Chien,2017,1,16
2017-06-01T00:00:00,911,6,Pha Co Chien,2017,1,16
2017-07-01T00:00:00,400.5,7,Pha Co Chien,2017,1,16
2017-08-01T00:00:00,498.3376206,8,Pha Co Chien,2017,1,16
2017-09-01T00:00:00,512.0289389,9,Pha Co Chien,2017,1,16
2017-10-01T00:00:00,,10,Pha Co Chien,2017,1,16
2017-11-01T00:00:00,369.1979695,11,Pha Co Chien,2017,1,16
2017-12-01T00:00:00,447.185209,12,Pha Co Chien,2017,1,16
2018-01-01T00:00:00,371.0083333,1,Pha Co Chien,2018,1,16
2018-02-01T00:00:00,566.5099143,2,Pha Co Chien,2018,1,16
2018-03-01T00:00:00,334.1130761,3,Pha Co Chien,2018,1,16
2018-04-01T00:00:00,387.7806976,4,Pha Co Chien,2018,1,16
2018-05-01T00:00:00,591.1958333,5,Pha Co Chien,2018,1,16
2018-06-01T00:00:00,426,6,Pha Co Chien,2018,1,16
2018-07-01T00:00:00,471,7,Pha Co Chien,2018,1,16
2018-08-01T00:00:00,298.8972973,8,Pha Co Chien,2018,1,16
2018-09-01T00:00:00,498.7309645,9,Pha Co Chien,2018,1,16
2018-10-01T00:00:00,415.2954984,10,Pha Co Chien,2018,1,16
2018-11-01T00:00:00,240.5,11,Pha Co Chien,2018,1,16
2018-12-01T00:00:00,377.6832797,12,Pha Co Chien,2018,1,16
2019-01-01T00:00:00,276.4258404,1,Pha Co Chien,2019,1,16
2019-02-01T00:00:00,349.0125307,2,Pha Co Chien,2019,1,16
2019-03-01T00:00:00,432.3702343,3,Pha Co Chien,2019,1,16
2019-04-01T00:00:00,381.6044529,4,Pha Co Chien,2019,1,16
2019-05-01T00:00:00,497.812709,5,Pha Co Chien,2019,1,16
2019-06-01T00:00:00,468.2379421,6,Pha Co Chien,2019,1,16
2019-07-01T00:00:00,519.022508,7,Pha Co Chien,2019,1,16
2019-08-01T00:00:00,558.5,8,Pha Co Chien,2019,1,16
2019-09-01T00:00:00,635.7395498,9,Pha Co Chien,2019,1,16
2019-10-01T00:00:00,395.2666667,10,Pha Co Chien,2019,1,16
2019-11-01T00:00:00,277.3794212,11,Pha Co Chien,2019,1,16
2019-12-01T00:00:00,424.19848,12,Pha Co Chien,2019,1,16
2007-01-01T00:00:00,392.8143939,1,Pha Ham Luong,2007,0,16
2007-02-01T00:00:00,387.407563,2,Pha Ham Luong,2007,0,16
2007-03-01T00:00:00,479.6666667,3,Pha Ham Luong,2007,0,16
2007-04-01T00:00:00,459.9166667,4,Pha Ham Luong,2007,0,16
2007-05-01T00:00:00,,5,Pha Ham Luong,2007,0,16
2007-06-01T00:00:00,589.3333333,6,Pha Ham Luong,2007,0,16
2007-07-01T00:00:00,817,7,Pha Ham Luong,2007,0,16
2007-08-01T00:00:00,,8,Pha Ham Luong,2007,0,16
2007-09-01T00:00:00,,9,Pha Ham Luong,2007,0,16
2007-10-01T00:00:00,504,10,Pha Ham Luong,2007,0,16
2007-11-01T00:00:00,460.3333333,11,Pha Ham Luong,2007,0,16
2007-12-01T00:00:00,374.3055556,12,Pha Ham Luong,2007,0,16
2008-01-01T00:00:00,425.425,1,Pha Ham Luong,2008,0,16
2008-02-01T00:00:00,455.2166667,2,Pha Ham Luong,2008,0,16
2008-03-01T00:00:00,423.2916667,3,Pha Ham Luong,2008,0,16
2008-04-01T00:00:00,573.625,4,Pha Ham Luong,2008,0,16
2008-05-01T00:00:00,559.25,5,Pha Ham Luong,2008,0,16
2008-06-01T00:00:00,462.6666667,6,Pha Ham Luong,2008,0,16
2008-07-01T00:00:00,401.5,7,Pha Ham Luong,2008,0,16
2008-08-01T00:00:00,746.5,8,Pha Ham Luong,2008,0,16
2008-09-01T00:00:00,879,9,Pha Ham Luong,2008,0,16
2008-10-01T00:00:00,249,10,Pha Ham Luong,2008,0,16
2008-11-01T00:00:00,157.5,11,Pha Ham Luong,2008,0,16
2008-12-01T00:00:00,486.25,12,Pha Ham Luong,2008,0,16
2009-01-01T00:00:00,458.6180556,1,Pha Ham Luong,2009,0,16
2009-02-01T00:00:00,255.05,2,Pha Ham Luong,2009,0,16
2009-03-01T00:00:00,392.05,3,Pha Ham Luong,2009,0,16
2009-04-01T00:00:00,443.675,4,Pha Ham Luong,2009,0,16
2009-05-01T00:00:00,520,5,Pha Ham Luong,2009,0,16
2009-06-01T00:00:00,521.375,6,Pha Ham Luong,2009,0,16
2009-07-01T00:00:00,342.5,7,Pha Ham Luong,2009,0,16
2009-08-01T00:00:00,591.75,8,Pha Ham Luong,2009,0,16
2009-09-01T00:00:00,318,9,Pha Ham Luong,2009,0,16
2009-10-01T00:00:00,399.7142857,10,Pha Ham Luong,2009,0,16
2009-11-01T00:00:00,393.6666667,11,Pha Ham Luong,2009,0,16
2009-12-01T00:00:00,470.0722222,12,Pha Ham Luong,2009,0,16
2010-01-01T00:00:00,449.0714286,1,Pha Ham Luong,2010,0,16
2010-02-01T00:00:00,354.9128205,2,Pha Ham Luong,2010,0,16
2010-03-01T00:00:00,467.7055556,3,Pha Ham Luong,2010,0,16
2010-04-01T00:00:00,665.625,4,Pha Ham Luong,2010,1,16
2010-05-01T00:00:00,408.75,5,Pha Ham Luong,2010,1,16
2010-06-01T00:00:00,789.5,6,Pha Ham Luong,2010,1,16
2010-07-01T00:00:00,368,7,Pha Ham Luong,2010,1,16
2010-08-01T00:00:00,611.5,8,Pha Ham Luong,2010,1,16
2010-09-01T00:00:00,283,9,Pha Ham Luong,2010,1,16
2010-10-01T00:00:00,394.5,10,Pha Ham Luong,2010,1,16
2010-11-01T00:00:00,517,11,Pha Ham Luong,2010,1,16
2010-12-01T00:00:00,382.5,12,Pha Ham Luong,2010,1,16
2011-01-01T00:00:00,264.5,1,Pha Ham Luong,2011,1,16
2011-02-01T00:00:00,562.7166667,2,Pha Ham Luong,2011,1,16
2011-03-01T00:00:00,467.797619,3,Pha Ham Luong,2011,1,16
2011-04-01T00:00:00,603.6363636,4,Pha Ham Luong,2011,1,16
2011-05-01T00:00:00,626.25,5,Pha Ham Luong,2011,1,16
2011-06-01T00:00:00,848,6,Pha Ham Luong,2011,1,16
2011-07-01T00:00:00,679,7,Pha Ham Luong,2011,1,16
2011-08-01T00:00:00,803.5,8,Pha Ham Luong,2011,1,16
2011-09-01T00:00:00,,9,Pha Ham Luong,2011,1,16
2011-10-01T00:00:00,393.3333333,10,Pha Ham Luong,2011,1,16
2011-11-01T00:00:00,443.5666667,11,Pha Ham Luong,2011,1,16
2011-12-01T00:00:00,305.5,12,Pha Ham Luong,2011,1,16
2012-01-01T00:00:00,317.0833333,1,Pha Ham Luong,2012,1,16
2012-02-01T00:00:00,419.2714286,2,Pha Ham Luong,2012,1,16
2012-03-01T00:00:00,395.8333333,3,Pha Ham Luong,2012,1,16
2012-04-01T00:00:00,452.8333333,4,Pha Ham Luong,2012,1,16
2012-05-01T00:00:00,530.8571429,5,Pha Ham Luong,2012,1,16
2012-06-01T00:00:00,538.25,6,Pha Ham Luong,2012,1,16
2012-07-01T00:00:00,379,7,Pha Ham Luong,2012,1,16
2012-08-01T00:00:00,560.75,8,Pha Ham Luong,2012,1,16
2012-09-01T00:00:00,527.5,9,Pha Ham Luong,2012,1,16
2012-10-01T00:00:00,426.5,10,Pha Ham Luong,2012,1,16
2012-11-01T00:00:00,418,11,Pha Ham Luong,2012,1,16
